epoch,accuracy,loss,val_accuracy,val_loss
73,0.9754838943481445,0.08625298738479614,0.7306368350982666,0.6859278678894043
74,0.9733333587646484,0.08692101389169693,0.7332186102867126,0.6810638308525085
75,0.9791398048400879,0.08027181774377823,0.7289156913757324,0.6947142481803894
76,0.9789247512817383,0.07523427903652191,0.7314974069595337,0.7002518773078918
77,0.9793548583984375,0.0730898380279541,0.7289156913757324,0.7266687154769897
78,0.9789247512817383,0.07376189529895782,0.7358003258705139,0.7110403180122375
79,0.9787096977233887,0.06876780092716217,0.7358003258705139,0.7210309505462646
80,0.9784946441650391,0.07110132277011871,0.7323579788208008,0.7223774194717407
81,0.9819355010986328,0.06729135662317276,0.7203097939491272,0.7564839720726013
82,0.982365608215332,0.062136854976415634,0.7340791821479797,0.7420877814292908
83,0.9815053939819336,0.06051996722817421,0.7263339161872864,0.7650517225265503
84,0.9825806617736816,0.05900739133358002,0.7323579788208008,0.754091739654541
85,0.9815053939819336,0.06071426719427109,0.7280550599098206,0.7595891952514648
86,0.9830107688903809,0.05795824155211449,0.718588650226593,0.8002834320068359
87,0.9845161437988281,0.05706069618463516,0.7323579788208008,0.76515132188797
88,0.9845161437988281,0.053972553461790085,0.73838210105896,0.7760889530181885
89,0.9860215187072754,0.051552753895521164,0.7323579788208008,0.7806119918823242
90,0.9860215187072754,0.051155928522348404,0.7254733443260193,0.7990192770957947
91,0.9847311973571777,0.051181696355342865,0.7297762632369995,0.7881322503089905
92,0.9849462509155273,0.05015017092227936,0.7366609573364258,0.7904456257820129
93,0.9860215187072754,0.0490335188806057,0.7444062232971191,0.7961678504943848
94,0.9853763580322266,0.04646715894341469,0.7375215291976929,0.8001343607902527
95,0.9838709831237793,0.04868554696440697,0.7125645279884338,0.8390859365463257
96,0.9868817329406738,0.04489225149154663,0.7418244481086731,0.8102230429649353
97,0.9881720542907715,0.04481973126530647,0.7340791821479797,0.8193230628967285
98,0.9870967864990234,0.04185384139418602,0.7228915691375732,0.836073637008667
99,0.9883871078491211,0.041331592947244644,0.7246127128601074,0.84458988904953
100,0.987311840057373,0.04254485294222832,0.7340791821479797,0.8350911736488342
101,0.9879570007324219,0.0434325709939003,0.7263339161872864,0.8509829044342041
102,0.9847311973571777,0.04389136657118797,0.7340791821479797,0.8425895571708679
