,name,speaker,lab,time
184,SPPep12_y69,Y,n,35
185,SPPep12_y69,Y,n,36
186,SPPep12_y69,Y,n,37
187,SPPep12_y69,Y,n,38
188,SPPep12_y69,Y,n,39
189,SPPep12_y69,Y,n,40
190,SPPep12_y69,Y,n,41
191,SPPep12_y69,Y,n,42
192,SPPep12_y69,Y,n,43
193,SPPep12_y69,Y,n,44
194,SPPep12_y69,Y,n,45
195,SPPep12_y69,Y,n,46
196,SPPep12_y69,Y,n,47
197,SPPep12_y69,Y,n,48
198,SPPep12_y69,Y,n,49
199,SPPep12_y69,Y,n,50
200,SPPep12_y69,Y,n,51
201,SPPep12_y69,Y,n,52
202,SPPep12_y69,Y,n,53
203,SPPep12_y69,Y,n,54
204,SPPep12_y69,Y,n,55
205,SPPep12_y69,Y,n,56
206,SPPep12_y69,Y,n,57
207,SPPep12_y69,Y,n,58
208,SPPep12_y69,Y,n,59
209,SPPep12_y69,Y,n,60
210,SPPep12_y69,Y,n,61
211,SPPep12_y69,Y,n,62
212,SPPep12_y69,Y,n,63
213,SPPep12_y69,Y,n,64
214,SPPep12_y69,Y,n,65
215,SPPep12_y69,Y,n,66
216,SPPep12_y69,Y,n,67
217,SPPep12_y69,Y,n,68
218,SPPep12_y69,Y,n,69
219,SPPep12_y69,Y,n,70
220,SPPep12_y69,Y,n,71
221,SPPep12_y69,Y,n,72
222,SPPep12_y69,Y,n,73
223,SPPep12_y69,Y,n,74
224,SPPep12_y69,Y,n,75
225,PPep12_y3_I,Y,i,1
226,PPep12_y3_I,Y,i,2
227,PPep12_y3_I,Y,i,3
228,PPep12_y3_I,Y,i,4
229,PPep12_y3_I,Y,i,5
230,PPep12_y3_I,Y,i,6
231,PPep12_y3_I,Y,i,7
232,PPep12_y3_I,Y,i,8
233,PPep12_y3_I,Y,i,9
234,PPep12_y3_I,Y,i,10
235,PPep12_y3_I,Y,i,11
236,PPep12_y3_I,Y,i,12
237,PPep12_y3_I,Y,i,13
238,PPep12_y3_I,Y,i,14
239,PPep12_y3_I,Y,i,15
240,PPep12_y3_I,Y,i,16
241,PPep12_y3_I,Y,i,17
242,PPep12_y3_I,Y,i,18
243,PPep12_y3_I,Y,i,19
244,PPep12_y3_I,Y,i,20
245,PPep12_y3_I,Y,i,21
246,PPep12_y3_I,Y,i,22
247,PPep12_y3_I,Y,i,23
248,PPep12_y3_I,Y,i,24
249,PPep12_y3_I,Y,i,25
250,PPep12_y3_I,Y,i,26
251,PPep12_y3_I,Y,i,27
252,PPep12_y3_I,Y,i,28
253,PPep12_y3_I,Y,i,29
254,PPep12_y3_I,Y,i,30
255,PPep12_y3_I,Y,i,31
256,PPep12_y3_I,Y,i,32
257,PPep12_y3_I,Y,i,33
258,PPep12_y3_I,Y,i,34
259,PPep12_y3_I,Y,i,35
260,PPep12_y3_I,Y,i,36
261,PPep12_y3_I,Y,i,37
262,PPep12_y3_I,Y,i,38
263,PPep12_y3_I,Y,i,39
264,PPep12_y3_I,Y,i,40
265,PPep12_y3_I,Y,i,41
266,PPep12_y3_I,Y,i,42
267,PPep12_y3_I,Y,i,43
268,PPep12_y3_I,Y,i,44
269,PPep12_y3_I,Y,i,45
270,PPep12_y3_I,Y,i,46
271,PPep12_y3_I,Y,i,47
272,PPep12_y3_I,Y,i,48
273,PPep12_y3_I,Y,i,49
274,PPep12_y3_I,Y,i,50
275,PPep12_y3_I,Y,i,51
276,PPep12_y3_I,Y,i,52
277,PPep12_y3_I,Y,i,53
278,PPep12_y3_I,Y,i,54
279,PPep12_y3_I,Y,i,55
280,PPep12_y3_I,Y,i,56
281,PPep12_y3_I,Y,i,57
282,PPep12_y3_I,Y,i,58
283,PPep12_y3_I,Y,i,59
284,PPep12_y3_I,Y,i,60
285,PPep12_y3_I,Y,i,61
286,PPep12_y3_I,Y,i,62
287,PPep12_y3_I,Y,i,63
288,PPep12_y3_I,Y,i,64
289,PPep12_y3_I,Y,i,65
290,PPep12_y3_I,Y,i,66
291,PPep12_y3_I,Y,i,67
292,PPep12_y3_I,Y,i,68
293,PPep12_y3_I,Y,i,69
294,PPep12_y3_I,Y,i,70
295,PPep12_y3_I,Y,i,71
296,PPep12_y3_I,Y,i,72
297,PPep12_y3_I,Y,i,73
298,PPep12_y3_I,Y,i,74
299,PPep12_y3_I,Y,i,75
300,SPPep12_y20,Y,n,1
301,SPPep12_y20,Y,n,2
302,SPPep12_y20,Y,n,3
303,SPPep12_y20,Y,n,4
304,SPPep12_y20,Y,n,5
305,SPPep12_y20,Y,n,6
306,SPPep12_y20,Y,n,7
307,SPPep12_y20,Y,n,8
308,SPPep12_y20,Y,n,9
309,SPPep12_y20,Y,n,10
310,SPPep12_y20,Y,n,11
311,SPPep12_y20,Y,n,12
312,SPPep12_y20,Y,n,13
313,SPPep12_y20,Y,n,14
314,SPPep12_y20,Y,n,15
315,SPPep12_y20,Y,n,16
316,SPPep12_y20,Y,n,17
317,SPPep12_y20,Y,n,18
318,SPPep12_y20,Y,n,19
319,SPPep12_y20,Y,n,20
320,SPPep12_y20,Y,n,21
321,SPPep12_y20,Y,n,22
322,SPPep12_y20,Y,n,23
323,SPPep12_y20,Y,n,24
324,SPPep12_y20,Y,n,25
325,SPPep12_y20,Y,n,26
326,SPPep12_y20,Y,n,27
327,SPPep12_y20,Y,n,28
328,SPPep12_y20,Y,n,29
329,SPPep12_y20,Y,n,30
330,SPPep12_y20,Y,n,31
331,SPPep12_y20,Y,n,32
332,SPPep12_y20,Y,n,33
333,SPPep12_y20,Y,n,34
334,SPPep12_y20,Y,n,35
335,SPPep12_y20,Y,n,36
336,SPPep12_y20,Y,n,37
337,SPPep12_y20,Y,n,38
338,SPPep12_y20,Y,n,39
339,SPPep12_y20,Y,n,40
340,SPPep12_y20,Y,n,41
341,SPPep12_y20,Y,n,42
342,SPPep12_y20,Y,n,43
343,SPPep12_y20,Y,n,44
344,SPPep12_y20,Y,n,45
345,SPPep12_y20,Y,n,46
346,SPPep12_y20,Y,n,47
347,SPPep12_y20,Y,n,48
348,SPPep12_y20,Y,n,49
349,SPPep12_y20,Y,n,50
350,SPPep12_y20,Y,n,51
351,SPPep12_y20,Y,n,52
352,SPPep12_y20,Y,n,53
353,SPPep12_y20,Y,n,54
354,SPPep12_y20,Y,n,55
355,SPPep12_y20,Y,n,56
356,SPPep12_y20,Y,n,57
357,SPPep12_y20,Y,n,58
358,SPPep12_y20,Y,n,59
359,SPPep12_y20,Y,n,60
360,SPPep12_y20,Y,n,61
361,SPPep12_y20,Y,n,62
362,SPPep12_y20,Y,n,63
363,SPPep12_y20,Y,n,64
364,SPPep12_y20,Y,n,65
365,SPPep12_y20,Y,n,66
366,SPPep12_y20,Y,n,67
367,SPPep12_y20,Y,n,68
368,SPPep12_y20,Y,n,69
369,SPPep12_y20,Y,n,70
370,SPPep12_y20,Y,n,71
371,SPPep12_y20,Y,n,72
372,SPPep12_y20,Y,n,73
373,SPPep12_y20,Y,n,74
374,SPPep12_y20,Y,n,75
375,PPep12_y6_I,Y,i,1
376,PPep12_y6_I,Y,i,2
377,PPep12_y6_I,Y,i,3
378,PPep12_y6_I,Y,i,4
379,PPep12_y6_I,Y,i,5
380,PPep12_y6_I,Y,i,6
381,PPep12_y6_I,Y,i,7
382,PPep12_y6_I,Y,i,8
383,PPep12_y6_I,Y,i,9
384,PPep12_y6_I,Y,i,10
385,PPep12_y6_I,Y,i,11
386,PPep12_y6_I,Y,i,12
387,PPep12_y6_I,Y,i,13
388,PPep12_y6_I,Y,i,14
389,PPep12_y6_I,Y,i,15
390,PPep12_y6_I,Y,i,16
391,PPep12_y6_I,Y,i,17
392,PPep12_y6_I,Y,i,18
393,PPep12_y6_I,Y,i,19
394,PPep12_y6_I,Y,i,20
395,PPep12_y6_I,Y,i,21
396,PPep12_y6_I,Y,i,22
397,PPep12_y6_I,Y,i,23
398,PPep12_y6_I,Y,i,24
399,PPep12_y6_I,Y,i,25
400,PPep12_y6_I,Y,i,26
401,PPep12_y6_I,Y,i,27
402,PPep12_y6_I,Y,i,28
403,PPep12_y6_I,Y,i,29
404,PPep12_y6_I,Y,i,30
405,PPep12_y6_I,Y,i,31
406,PPep12_y6_I,Y,i,32
407,PPep12_y6_I,Y,i,33
408,PPep12_y6_I,Y,i,34
409,PPep12_y6_I,Y,i,35
410,PPep12_y6_I,Y,i,36
411,PPep12_y6_I,Y,i,37
412,PPep12_y6_I,Y,i,38
413,PPep12_y6_I,Y,i,39
414,PPep12_y6_I,Y,i,40
415,PPep12_y6_I,Y,i,41
416,PPep12_y6_I,Y,i,42
417,PPep12_y6_I,Y,i,43
418,PPep12_y6_I,Y,i,44
419,PPep12_y6_I,Y,i,45
420,PPep12_y6_I,Y,i,46
421,PPep12_y6_I,Y,i,47
422,PPep12_y6_I,Y,i,48
423,PPep12_y6_I,Y,i,49
424,PPep12_y6_I,Y,i,50
425,PPep12_y6_I,Y,i,51
426,PPep12_y6_I,Y,i,52
427,PPep12_y6_I,Y,i,53
428,PPep12_y6_I,Y,i,54
429,PPep12_y6_I,Y,i,55
430,PPep12_y6_I,Y,i,56
431,PPep12_y6_I,Y,i,57
432,PPep12_y6_I,Y,i,58
433,PPep12_y6_I,Y,i,59
434,PPep12_y6_I,Y,i,60
435,PPep12_y6_I,Y,i,61
436,PPep12_y6_I,Y,i,62
437,PPep12_y6_I,Y,i,63
438,PPep12_y6_I,Y,i,64
439,PPep12_y6_I,Y,i,65
440,PPep12_y6_I,Y,i,66
441,PPep12_y6_I,Y,i,67
442,PPep12_y6_I,Y,i,68
443,PPep12_y6_I,Y,i,69
444,PPep12_y6_I,Y,i,70
445,PPep12_y6_I,Y,i,71
446,PPep12_y6_I,Y,i,72
447,PPep12_y6_I,Y,i,73
448,PPep12_y6_I,Y,i,74
449,PPep12_y6_I,Y,i,75
450,SPPep12_y59,Y,n,1
451,SPPep12_y59,Y,n,2
452,SPPep12_y59,Y,n,3
453,SPPep12_y59,Y,n,4
454,SPPep12_y59,Y,n,5
455,SPPep12_y59,Y,n,6
456,SPPep12_y59,Y,n,7
457,SPPep12_y59,Y,n,8
458,SPPep12_y59,Y,n,9
459,SPPep12_y59,Y,n,10
460,SPPep12_y59,Y,n,11
461,SPPep12_y59,Y,n,12
462,SPPep12_y59,Y,n,13
463,SPPep12_y59,Y,n,14
464,SPPep12_y59,Y,n,15
465,SPPep12_y59,Y,n,16
466,SPPep12_y59,Y,n,17
467,SPPep12_y59,Y,n,18
468,SPPep12_y59,Y,n,19
469,SPPep12_y59,Y,n,20
470,SPPep12_y59,Y,n,21
471,SPPep12_y59,Y,n,22
472,SPPep12_y59,Y,n,23
473,SPPep12_y59,Y,n,24
474,SPPep12_y59,Y,n,25
475,SPPep12_y59,Y,n,26
476,SPPep12_y59,Y,n,27
477,SPPep12_y59,Y,n,28
478,SPPep12_y59,Y,n,29
479,SPPep12_y59,Y,n,30
480,SPPep12_y59,Y,n,31
481,SPPep12_y59,Y,n,32
482,SPPep12_y59,Y,n,33
483,SPPep12_y59,Y,n,34
484,SPPep12_y59,Y,n,35
485,SPPep12_y59,Y,n,36
486,SPPep12_y59,Y,n,37
487,SPPep12_y59,Y,n,38
488,SPPep12_y59,Y,n,39
489,SPPep12_y59,Y,n,40
490,SPPep12_y59,Y,n,41
491,SPPep12_y59,Y,n,42
492,SPPep12_y59,Y,n,43
493,SPPep12_y59,Y,n,44
494,SPPep12_y59,Y,n,45
495,SPPep12_y59,Y,n,46
496,SPPep12_y59,Y,n,47
497,SPPep12_y59,Y,n,48
498,SPPep12_y59,Y,n,49
499,SPPep12_y59,Y,n,50
500,SPPep12_y59,Y,n,51
501,SPPep12_y59,Y,n,52
502,SPPep12_y59,Y,n,53
503,SPPep12_y59,Y,n,54
504,SPPep12_y59,Y,n,55
505,SPPep12_y59,Y,n,56
506,SPPep12_y59,Y,n,57
507,SPPep12_y59,Y,n,58
508,SPPep12_y59,Y,n,59
509,SPPep12_y59,Y,n,60
510,SPPep12_y59,Y,n,61
511,SPPep12_y59,Y,n,62
512,SPPep12_y59,Y,n,63
513,SPPep12_y59,Y,n,64
514,SPPep12_y59,Y,n,65
515,SPPep12_y59,Y,n,66
516,SPPep12_y59,Y,n,67
517,SPPep12_y59,Y,n,68
518,SPPep12_y59,Y,n,69
519,SPPep12_y59,Y,n,70
520,SPPep12_y59,Y,n,71
521,SPPep12_y59,Y,n,72
522,SPPep12_y59,Y,n,73
523,SPPep12_y59,Y,n,74
524,SPPep12_y59,Y,n,75
525,PPep12_y7_I,Y,i,1
526,PPep12_y7_I,Y,i,2
527,PPep12_y7_I,Y,i,3
528,PPep12_y7_I,Y,i,4
529,PPep12_y7_I,Y,i,5
530,PPep12_y7_I,Y,i,6
531,PPep12_y7_I,Y,i,7
532,PPep12_y7_I,Y,i,8
533,PPep12_y7_I,Y,i,9
534,PPep12_y7_I,Y,i,10
535,PPep12_y7_I,Y,i,11
536,PPep12_y7_I,Y,i,12
537,PPep12_y7_I,Y,i,13
538,PPep12_y7_I,Y,i,14
539,PPep12_y7_I,Y,i,15
540,PPep12_y7_I,Y,i,16
541,PPep12_y7_I,Y,i,17
542,PPep12_y7_I,Y,i,18
543,PPep12_y7_I,Y,i,19
544,PPep12_y7_I,Y,i,20
545,PPep12_y7_I,Y,i,21
546,PPep12_y7_I,Y,i,22
547,PPep12_y7_I,Y,i,23
548,PPep12_y7_I,Y,i,24
549,PPep12_y7_I,Y,i,25
550,PPep12_y7_I,Y,i,26
551,PPep12_y7_I,Y,i,27
552,PPep12_y7_I,Y,i,28
553,PPep12_y7_I,Y,i,29
554,PPep12_y7_I,Y,i,30
555,PPep12_y7_I,Y,i,31
556,PPep12_y7_I,Y,i,32
557,PPep12_y7_I,Y,i,33
558,PPep12_y7_I,Y,i,34
559,PPep12_y7_I,Y,i,35
560,PPep12_y7_I,Y,i,36
561,PPep12_y7_I,Y,i,37
562,PPep12_y7_I,Y,i,38
563,PPep12_y7_I,Y,i,39
564,PPep12_y7_I,Y,i,40
565,PPep12_y7_I,Y,i,41
566,PPep12_y7_I,Y,i,42
567,PPep12_y7_I,Y,i,43
568,PPep12_y7_I,Y,i,44
569,PPep12_y7_I,Y,i,45
570,PPep12_y7_I,Y,i,46
571,PPep12_y7_I,Y,i,47
572,PPep12_y7_I,Y,i,48
573,PPep12_y7_I,Y,i,49
574,PPep12_y7_I,Y,i,50
575,PPep12_y7_I,Y,i,51
576,PPep12_y7_I,Y,i,52
577,PPep12_y7_I,Y,i,53
578,PPep12_y7_I,Y,i,54
579,PPep12_y7_I,Y,i,55
580,PPep12_y7_I,Y,i,56
581,PPep12_y7_I,Y,i,57
582,PPep12_y7_I,Y,i,58
583,PPep12_y7_I,Y,i,59
584,PPep12_y7_I,Y,i,60
585,PPep12_y7_I,Y,i,61
586,PPep12_y7_I,Y,i,62
587,PPep12_y7_I,Y,i,63
588,PPep12_y7_I,Y,i,64
589,PPep12_y7_I,Y,i,65
590,PPep12_y7_I,Y,i,66
591,PPep12_y7_I,Y,i,67
592,PPep12_y7_I,Y,i,68
593,PPep12_y7_I,Y,i,69
594,PPep12_y7_I,Y,i,70
595,PPep12_y7_I,Y,i,71
596,PPep12_y7_I,Y,i,72
597,PPep12_y7_I,Y,i,73
598,PPep12_y7_I,Y,i,74
599,PPep12_y7_I,Y,i,75
600,PPep12_y17_I,Y,i,1
601,PPep12_y17_I,Y,i,2
602,PPep12_y17_I,Y,i,3
603,PPep12_y17_I,Y,i,4
604,PPep12_y17_I,Y,i,5
605,PPep12_y17_I,Y,i,6
606,PPep12_y17_I,Y,i,7
607,PPep12_y17_I,Y,i,8
608,PPep12_y17_I,Y,i,9
609,PPep12_y17_I,Y,i,10
610,PPep12_y17_I,Y,i,11
611,PPep12_y17_I,Y,i,12
612,PPep12_y17_I,Y,i,13
613,PPep12_y17_I,Y,i,14
614,PPep12_y17_I,Y,i,15
615,PPep12_y17_I,Y,i,16
616,PPep12_y17_I,Y,i,17
617,PPep12_y17_I,Y,i,18
618,PPep12_y17_I,Y,i,19
619,PPep12_y17_I,Y,i,20
620,PPep12_y17_I,Y,i,21
621,PPep12_y17_I,Y,i,22
622,PPep12_y17_I,Y,i,23
623,PPep12_y17_I,Y,i,24
624,PPep12_y17_I,Y,i,25
625,PPep12_y17_I,Y,i,26
626,PPep12_y17_I,Y,i,27
627,PPep12_y17_I,Y,i,28
628,PPep12_y17_I,Y,i,29
629,PPep12_y17_I,Y,i,30
630,PPep12_y17_I,Y,i,31
631,PPep12_y17_I,Y,i,32
632,PPep12_y17_I,Y,i,33
633,PPep12_y17_I,Y,i,34
634,PPep12_y17_I,Y,i,35
635,PPep12_y17_I,Y,i,36
636,PPep12_y17_I,Y,i,37
637,PPep12_y17_I,Y,i,38
638,PPep12_y17_I,Y,i,39
639,PPep12_y17_I,Y,i,40
640,PPep12_y17_I,Y,i,41
641,PPep12_y17_I,Y,i,42
642,PPep12_y17_I,Y,i,43
643,PPep12_y17_I,Y,i,44
644,PPep12_y17_I,Y,i,45
645,PPep12_y17_I,Y,i,46
646,PPep12_y17_I,Y,i,47
647,PPep12_y17_I,Y,i,48
648,PPep12_y17_I,Y,i,49
649,PPep12_y17_I,Y,i,50
650,PPep12_y17_I,Y,i,51
651,PPep12_y17_I,Y,i,52
652,PPep12_y17_I,Y,i,53
653,PPep12_y17_I,Y,i,54
654,PPep12_y17_I,Y,i,55
655,PPep12_y17_I,Y,i,56
656,PPep12_y17_I,Y,i,57
657,PPep12_y17_I,Y,i,58
658,PPep12_y17_I,Y,i,59
659,PPep12_y17_I,Y,i,60
660,PPep12_y17_I,Y,i,61
661,PPep12_y17_I,Y,i,62
662,PPep12_y17_I,Y,i,63
663,PPep12_y17_I,Y,i,64
664,PPep12_y17_I,Y,i,65
665,PPep12_y17_I,Y,i,66
666,PPep12_y17_I,Y,i,67
667,PPep12_y17_I,Y,i,68
668,PPep12_y17_I,Y,i,69
669,PPep12_y17_I,Y,i,70
670,PPep12_y17_I,Y,i,71
671,PPep12_y17_I,Y,i,72
672,PPep12_y17_I,Y,i,73
673,PPep12_y17_I,Y,i,74
674,PPep12_y17_I,Y,i,75
675,SPPep12_y50,Y,n,1
676,SPPep12_y50,Y,n,2
677,SPPep12_y50,Y,n,3
678,SPPep12_y50,Y,n,4
679,SPPep12_y50,Y,n,5
680,SPPep12_y50,Y,n,6
681,SPPep12_y50,Y,n,7
682,SPPep12_y50,Y,n,8
683,SPPep12_y50,Y,n,9
684,SPPep12_y50,Y,n,10
685,SPPep12_y50,Y,n,11
686,SPPep12_y50,Y,n,12
687,SPPep12_y50,Y,n,13
688,SPPep12_y50,Y,n,14
689,SPPep12_y50,Y,n,15
690,SPPep12_y50,Y,n,16
691,SPPep12_y50,Y,n,17
692,SPPep12_y50,Y,n,18
693,SPPep12_y50,Y,n,19
694,SPPep12_y50,Y,n,20
695,SPPep12_y50,Y,n,21
696,SPPep12_y50,Y,n,22
697,SPPep12_y50,Y,n,23
698,SPPep12_y50,Y,n,24
699,SPPep12_y50,Y,n,25
700,SPPep12_y50,Y,n,26
701,SPPep12_y50,Y,n,27
702,SPPep12_y50,Y,n,28
703,SPPep12_y50,Y,n,29
704,SPPep12_y50,Y,n,30
705,SPPep12_y50,Y,n,31
706,SPPep12_y50,Y,n,32
707,SPPep12_y50,Y,n,33
708,SPPep12_y50,Y,n,34
709,SPPep12_y50,Y,n,35
710,SPPep12_y50,Y,n,36
711,SPPep12_y50,Y,n,37
712,SPPep12_y50,Y,n,38
713,SPPep12_y50,Y,n,39
714,SPPep12_y50,Y,n,40
715,SPPep12_y50,Y,n,41
716,SPPep12_y50,Y,n,42
717,SPPep12_y50,Y,n,43
718,SPPep12_y50,Y,n,44
719,SPPep12_y50,Y,n,45
720,SPPep12_y50,Y,n,46
721,SPPep12_y50,Y,n,47
722,SPPep12_y50,Y,n,48
723,SPPep12_y50,Y,n,49
724,SPPep12_y50,Y,n,50
725,SPPep12_y50,Y,n,51
726,SPPep12_y50,Y,n,52
727,SPPep12_y50,Y,n,53
728,SPPep12_y50,Y,n,54
729,SPPep12_y50,Y,n,55
730,SPPep12_y50,Y,n,56
731,SPPep12_y50,Y,n,57
732,SPPep12_y50,Y,n,58
733,SPPep12_y50,Y,n,59
734,SPPep12_y50,Y,n,60
735,SPPep12_y50,Y,n,61
736,SPPep12_y50,Y,n,62
737,SPPep12_y50,Y,n,63
738,SPPep12_y50,Y,n,64
739,SPPep12_y50,Y,n,65
740,SPPep12_y50,Y,n,66
741,SPPep12_y50,Y,n,67
742,SPPep12_y50,Y,n,68
743,SPPep12_y50,Y,n,69
744,SPPep12_y50,Y,n,70
745,SPPep12_y50,Y,n,71
746,SPPep12_y50,Y,n,72
747,SPPep12_y50,Y,n,73
748,SPPep12_y50,Y,n,74
749,SPPep12_y50,Y,n,75
750,SPPep12_y4,Y,n,1
751,SPPep12_y4,Y,n,2
752,SPPep12_y4,Y,n,3
753,SPPep12_y4,Y,n,4
754,SPPep12_y4,Y,n,5
