,name,speaker,lab,time
90,PPep12_r300_I,R,i,16
91,PPep12_r300_I,R,i,17
92,PPep12_r300_I,R,i,18
93,PPep12_r300_I,R,i,19
94,PPep12_r300_I,R,i,20
95,PPep12_r300_I,R,i,21
96,PPep12_r300_I,R,i,22
97,PPep12_r300_I,R,i,23
98,PPep12_r300_I,R,i,24
99,PPep12_r300_I,R,i,25
100,PPep12_r300_I,R,i,26
101,PPep12_r300_I,R,i,27
102,PPep12_r300_I,R,i,28
103,PPep12_r300_I,R,i,29
104,PPep12_r300_I,R,i,30
105,PPep12_r300_I,R,i,31
106,PPep12_r300_I,R,i,32
107,PPep12_r300_I,R,i,33
108,PPep12_r300_I,R,i,34
109,PPep12_r300_I,R,i,35
110,PPep12_r300_I,R,i,36
111,PPep12_r300_I,R,i,37
112,PPep12_r300_I,R,i,38
113,PPep12_r300_I,R,i,39
114,PPep12_r300_I,R,i,40
115,PPep12_r300_I,R,i,41
116,PPep12_r300_I,R,i,42
117,PPep12_r300_I,R,i,43
118,PPep12_r300_I,R,i,44
119,PPep12_r300_I,R,i,45
120,PPep12_r300_I,R,i,46
121,PPep12_r300_I,R,i,47
122,PPep12_r300_I,R,i,48
123,PPep12_r300_I,R,i,49
124,PPep12_r300_I,R,i,50
125,PPep12_r300_I,R,i,51
126,PPep12_r300_I,R,i,52
127,PPep12_r300_I,R,i,53
128,PPep12_r300_I,R,i,54
129,PPep12_r300_I,R,i,55
130,PPep12_r300_I,R,i,56
131,PPep12_r300_I,R,i,57
132,PPep12_r300_I,R,i,58
133,PPep12_r300_I,R,i,59
134,PPep12_r300_I,R,i,60
135,PPep12_r300_I,R,i,61
136,PPep12_r300_I,R,i,62
137,PPep12_r300_I,R,i,63
138,PPep12_r300_I,R,i,64
139,PPep12_r300_I,R,i,65
140,PPep12_r300_I,R,i,66
141,PPep12_r300_I,R,i,67
142,PPep12_r300_I,R,i,68
143,PPep12_r300_I,R,i,69
144,PPep12_r300_I,R,i,70
145,PPep12_r300_I,R,i,71
146,PPep12_r300_I,R,i,72
147,PPep12_r300_I,R,i,73
148,PPep12_r300_I,R,i,74
149,PPep12_r300_I,R,i,75
150,SPPep12_r47,R,n,1
151,SPPep12_r47,R,n,2
152,SPPep12_r47,R,n,3
153,SPPep12_r47,R,n,4
154,SPPep12_r47,R,n,5
155,SPPep12_r47,R,n,6
156,SPPep12_r47,R,n,7
157,SPPep12_r47,R,n,8
158,SPPep12_r47,R,n,9
159,SPPep12_r47,R,n,10
160,SPPep12_r47,R,n,11
161,SPPep12_r47,R,n,12
162,SPPep12_r47,R,n,13
163,SPPep12_r47,R,n,14
164,SPPep12_r47,R,n,15
165,SPPep12_r47,R,n,16
166,SPPep12_r47,R,n,17
167,SPPep12_r47,R,n,18
168,SPPep12_r47,R,n,19
169,SPPep12_r47,R,n,20
170,SPPep12_r47,R,n,21
171,SPPep12_r47,R,n,22
172,SPPep12_r47,R,n,23
173,SPPep12_r47,R,n,24
174,SPPep12_r47,R,n,25
175,SPPep12_r47,R,n,26
176,SPPep12_r47,R,n,27
177,SPPep12_r47,R,n,28
178,SPPep12_r47,R,n,29
179,SPPep12_r47,R,n,30
180,SPPep12_r47,R,n,31
181,SPPep12_r47,R,n,32
182,SPPep12_r47,R,n,33
183,SPPep12_r47,R,n,34
184,SPPep12_r47,R,n,35
185,SPPep12_r47,R,n,36
186,SPPep12_r47,R,n,37
187,SPPep12_r47,R,n,38
188,SPPep12_r47,R,n,39
189,SPPep12_r47,R,n,40
190,SPPep12_r47,R,n,41
191,SPPep12_r47,R,n,42
192,SPPep12_r47,R,n,43
193,SPPep12_r47,R,n,44
194,SPPep12_r47,R,n,45
195,SPPep12_r47,R,n,46
196,SPPep12_r47,R,n,47
197,SPPep12_r47,R,n,48
198,SPPep12_r47,R,n,49
199,SPPep12_r47,R,n,50
200,SPPep12_r47,R,n,51
201,SPPep12_r47,R,n,52
202,SPPep12_r47,R,n,53
203,SPPep12_r47,R,n,54
204,SPPep12_r47,R,n,55
205,SPPep12_r47,R,n,56
206,SPPep12_r47,R,n,57
207,SPPep12_r47,R,n,58
208,SPPep12_r47,R,n,59
209,SPPep12_r47,R,n,60
210,SPPep12_r47,R,n,61
211,SPPep12_r47,R,n,62
212,SPPep12_r47,R,n,63
213,SPPep12_r47,R,n,64
214,SPPep12_r47,R,n,65
215,SPPep12_r47,R,n,66
216,SPPep12_r47,R,n,67
217,SPPep12_r47,R,n,68
218,SPPep12_r47,R,n,69
219,SPPep12_r47,R,n,70
220,SPPep12_r47,R,n,71
221,SPPep12_r47,R,n,72
222,SPPep12_r47,R,n,73
223,SPPep12_r47,R,n,74
224,SPPep12_r47,R,n,75
225,PPep12_r46B_I,R,i,1
226,PPep12_r46B_I,R,i,2
227,PPep12_r46B_I,R,i,3
228,PPep12_r46B_I,R,i,4
229,PPep12_r46B_I,R,i,5
230,PPep12_r46B_I,R,i,6
231,PPep12_r46B_I,R,i,7
232,PPep12_r46B_I,R,i,8
233,PPep12_r46B_I,R,i,9
234,PPep12_r46B_I,R,i,10
235,PPep12_r46B_I,R,i,11
236,PPep12_r46B_I,R,i,12
237,PPep12_r46B_I,R,i,13
238,PPep12_r46B_I,R,i,14
239,PPep12_r46B_I,R,i,15
240,PPep12_r46B_I,R,i,16
241,PPep12_r46B_I,R,i,17
242,PPep12_r46B_I,R,i,18
243,PPep12_r46B_I,R,i,19
244,PPep12_r46B_I,R,i,20
245,PPep12_r46B_I,R,i,21
246,PPep12_r46B_I,R,i,22
247,PPep12_r46B_I,R,i,23
248,PPep12_r46B_I,R,i,24
249,PPep12_r46B_I,R,i,25
250,PPep12_r46B_I,R,i,26
251,PPep12_r46B_I,R,i,27
252,PPep12_r46B_I,R,i,28
253,PPep12_r46B_I,R,i,29
254,PPep12_r46B_I,R,i,30
255,PPep12_r46B_I,R,i,31
256,PPep12_r46B_I,R,i,32
257,PPep12_r46B_I,R,i,33
258,PPep12_r46B_I,R,i,34
259,PPep12_r46B_I,R,i,35
260,PPep12_r46B_I,R,i,36
261,PPep12_r46B_I,R,i,37
262,PPep12_r46B_I,R,i,38
263,PPep12_r46B_I,R,i,39
264,PPep12_r46B_I,R,i,40
265,PPep12_r46B_I,R,i,41
266,PPep12_r46B_I,R,i,42
267,PPep12_r46B_I,R,i,43
268,PPep12_r46B_I,R,i,44
269,PPep12_r46B_I,R,i,45
270,PPep12_r46B_I,R,i,46
271,PPep12_r46B_I,R,i,47
272,PPep12_r46B_I,R,i,48
273,PPep12_r46B_I,R,i,49
274,PPep12_r46B_I,R,i,50
275,PPep12_r46B_I,R,i,51
276,PPep12_r46B_I,R,i,52
277,PPep12_r46B_I,R,i,53
278,PPep12_r46B_I,R,i,54
279,PPep12_r46B_I,R,i,55
280,PPep12_r46B_I,R,i,56
281,PPep12_r46B_I,R,i,57
282,PPep12_r46B_I,R,i,58
283,PPep12_r46B_I,R,i,59
284,PPep12_r46B_I,R,i,60
285,PPep12_r46B_I,R,i,61
286,PPep12_r46B_I,R,i,62
287,PPep12_r46B_I,R,i,63
288,PPep12_r46B_I,R,i,64
289,PPep12_r46B_I,R,i,65
290,PPep12_r46B_I,R,i,66
291,PPep12_r46B_I,R,i,67
292,PPep12_r46B_I,R,i,68
293,PPep12_r46B_I,R,i,69
294,PPep12_r46B_I,R,i,70
295,PPep12_r46B_I,R,i,71
296,PPep12_r46B_I,R,i,72
297,PPep12_r46B_I,R,i,73
298,PPep12_r46B_I,R,i,74
299,PPep12_r46B_I,R,i,75
300,PPep12_r283_I,R,i,1
301,PPep12_r283_I,R,i,2
302,PPep12_r283_I,R,i,3
303,PPep12_r283_I,R,i,4
304,PPep12_r283_I,R,i,5
305,PPep12_r283_I,R,i,6
306,PPep12_r283_I,R,i,7
307,PPep12_r283_I,R,i,8
308,PPep12_r283_I,R,i,9
309,PPep12_r283_I,R,i,10
310,PPep12_r283_I,R,i,11
311,PPep12_r283_I,R,i,12
312,PPep12_r283_I,R,i,13
313,PPep12_r283_I,R,i,14
314,PPep12_r283_I,R,i,15
315,PPep12_r283_I,R,i,16
316,PPep12_r283_I,R,i,17
317,PPep12_r283_I,R,i,18
318,PPep12_r283_I,R,i,19
319,PPep12_r283_I,R,i,20
320,PPep12_r283_I,R,i,21
321,PPep12_r283_I,R,i,22
322,PPep12_r283_I,R,i,23
323,PPep12_r283_I,R,i,24
324,PPep12_r283_I,R,i,25
325,PPep12_r283_I,R,i,26
326,PPep12_r283_I,R,i,27
327,PPep12_r283_I,R,i,28
328,PPep12_r283_I,R,i,29
329,PPep12_r283_I,R,i,30
330,PPep12_r283_I,R,i,31
331,PPep12_r283_I,R,i,32
332,PPep12_r283_I,R,i,33
333,PPep12_r283_I,R,i,34
334,PPep12_r283_I,R,i,35
335,PPep12_r283_I,R,i,36
336,PPep12_r283_I,R,i,37
337,PPep12_r283_I,R,i,38
338,PPep12_r283_I,R,i,39
339,PPep12_r283_I,R,i,40
340,PPep12_r283_I,R,i,41
341,PPep12_r283_I,R,i,42
342,PPep12_r283_I,R,i,43
343,PPep12_r283_I,R,i,44
344,PPep12_r283_I,R,i,45
345,PPep12_r283_I,R,i,46
346,PPep12_r283_I,R,i,47
347,PPep12_r283_I,R,i,48
348,PPep12_r283_I,R,i,49
349,PPep12_r283_I,R,i,50
350,PPep12_r283_I,R,i,51
351,PPep12_r283_I,R,i,52
352,PPep12_r283_I,R,i,53
353,PPep12_r283_I,R,i,54
354,PPep12_r283_I,R,i,55
355,PPep12_r283_I,R,i,56
356,PPep12_r283_I,R,i,57
357,PPep12_r283_I,R,i,58
358,PPep12_r283_I,R,i,59
359,PPep12_r283_I,R,i,60
360,PPep12_r283_I,R,i,61
361,PPep12_r283_I,R,i,62
362,PPep12_r283_I,R,i,63
363,PPep12_r283_I,R,i,64
364,PPep12_r283_I,R,i,65
365,PPep12_r283_I,R,i,66
366,PPep12_r283_I,R,i,67
367,PPep12_r283_I,R,i,68
368,PPep12_r283_I,R,i,69
369,PPep12_r283_I,R,i,70
370,PPep12_r283_I,R,i,71
371,PPep12_r283_I,R,i,72
372,PPep12_r283_I,R,i,73
373,PPep12_r283_I,R,i,74
374,PPep12_r283_I,R,i,75
375,SPPep12_r253,R,n,1
376,SPPep12_r253,R,n,2
377,SPPep12_r253,R,n,3
378,SPPep12_r253,R,n,4
379,SPPep12_r253,R,n,5
380,SPPep12_r253,R,n,6
381,SPPep12_r253,R,n,7
382,SPPep12_r253,R,n,8
383,SPPep12_r253,R,n,9
384,SPPep12_r253,R,n,10
385,SPPep12_r253,R,n,11
386,SPPep12_r253,R,n,12
387,SPPep12_r253,R,n,13
388,SPPep12_r253,R,n,14
389,SPPep12_r253,R,n,15
390,SPPep12_r253,R,n,16
391,SPPep12_r253,R,n,17
392,SPPep12_r253,R,n,18
393,SPPep12_r253,R,n,19
394,SPPep12_r253,R,n,20
395,SPPep12_r253,R,n,21
396,SPPep12_r253,R,n,22
397,SPPep12_r253,R,n,23
398,SPPep12_r253,R,n,24
399,SPPep12_r253,R,n,25
400,SPPep12_r253,R,n,26
401,SPPep12_r253,R,n,27
402,SPPep12_r253,R,n,28
403,SPPep12_r253,R,n,29
404,SPPep12_r253,R,n,30
405,SPPep12_r253,R,n,31
406,SPPep12_r253,R,n,32
407,SPPep12_r253,R,n,33
408,SPPep12_r253,R,n,34
409,SPPep12_r253,R,n,35
410,SPPep12_r253,R,n,36
411,SPPep12_r253,R,n,37
412,SPPep12_r253,R,n,38
413,SPPep12_r253,R,n,39
414,SPPep12_r253,R,n,40
415,SPPep12_r253,R,n,41
416,SPPep12_r253,R,n,42
417,SPPep12_r253,R,n,43
418,SPPep12_r253,R,n,44
419,SPPep12_r253,R,n,45
420,SPPep12_r253,R,n,46
421,SPPep12_r253,R,n,47
422,SPPep12_r253,R,n,48
423,SPPep12_r253,R,n,49
424,SPPep12_r253,R,n,50
425,SPPep12_r253,R,n,51
426,SPPep12_r253,R,n,52
427,SPPep12_r253,R,n,53
428,SPPep12_r253,R,n,54
429,SPPep12_r253,R,n,55
430,SPPep12_r253,R,n,56
431,SPPep12_r253,R,n,57
432,SPPep12_r253,R,n,58
433,SPPep12_r253,R,n,59
434,SPPep12_r253,R,n,60
435,SPPep12_r253,R,n,61
436,SPPep12_r253,R,n,62
437,SPPep12_r253,R,n,63
438,SPPep12_r253,R,n,64
439,SPPep12_r253,R,n,65
440,SPPep12_r253,R,n,66
441,SPPep12_r253,R,n,67
442,SPPep12_r253,R,n,68
443,SPPep12_r253,R,n,69
444,SPPep12_r253,R,n,70
445,SPPep12_r253,R,n,71
446,SPPep12_r253,R,n,72
447,SPPep12_r253,R,n,73
448,SPPep12_r253,R,n,74
449,SPPep12_r253,R,n,75
450,SPPep12_r199,R,n,1
451,SPPep12_r199,R,n,2
452,SPPep12_r199,R,n,3
453,SPPep12_r199,R,n,4
454,SPPep12_r199,R,n,5
455,SPPep12_r199,R,n,6
456,SPPep12_r199,R,n,7
457,SPPep12_r199,R,n,8
458,SPPep12_r199,R,n,9
459,SPPep12_r199,R,n,10
460,SPPep12_r199,R,n,11
461,SPPep12_r199,R,n,12
462,SPPep12_r199,R,n,13
463,SPPep12_r199,R,n,14
464,SPPep12_r199,R,n,15
465,SPPep12_r199,R,n,16
466,SPPep12_r199,R,n,17
467,SPPep12_r199,R,n,18
468,SPPep12_r199,R,n,19
469,SPPep12_r199,R,n,20
470,SPPep12_r199,R,n,21
471,SPPep12_r199,R,n,22
472,SPPep12_r199,R,n,23
473,SPPep12_r199,R,n,24
474,SPPep12_r199,R,n,25
475,SPPep12_r199,R,n,26
476,SPPep12_r199,R,n,27
477,SPPep12_r199,R,n,28
478,SPPep12_r199,R,n,29
479,SPPep12_r199,R,n,30
480,SPPep12_r199,R,n,31
481,SPPep12_r199,R,n,32
482,SPPep12_r199,R,n,33
483,SPPep12_r199,R,n,34
484,SPPep12_r199,R,n,35
485,SPPep12_r199,R,n,36
486,SPPep12_r199,R,n,37
487,SPPep12_r199,R,n,38
488,SPPep12_r199,R,n,39
489,SPPep12_r199,R,n,40
490,SPPep12_r199,R,n,41
491,SPPep12_r199,R,n,42
492,SPPep12_r199,R,n,43
493,SPPep12_r199,R,n,44
494,SPPep12_r199,R,n,45
495,SPPep12_r199,R,n,46
496,SPPep12_r199,R,n,47
497,SPPep12_r199,R,n,48
498,SPPep12_r199,R,n,49
499,SPPep12_r199,R,n,50
500,SPPep12_r199,R,n,51
501,SPPep12_r199,R,n,52
502,SPPep12_r199,R,n,53
503,SPPep12_r199,R,n,54
504,SPPep12_r199,R,n,55
505,SPPep12_r199,R,n,56
506,SPPep12_r199,R,n,57
507,SPPep12_r199,R,n,58
508,SPPep12_r199,R,n,59
509,SPPep12_r199,R,n,60
510,SPPep12_r199,R,n,61
511,SPPep12_r199,R,n,62
512,SPPep12_r199,R,n,63
513,SPPep12_r199,R,n,64
514,SPPep12_r199,R,n,65
515,SPPep12_r199,R,n,66
516,SPPep12_r199,R,n,67
517,SPPep12_r199,R,n,68
518,SPPep12_r199,R,n,69
519,SPPep12_r199,R,n,70
520,SPPep12_r199,R,n,71
521,SPPep12_r199,R,n,72
522,SPPep12_r199,R,n,73
523,SPPep12_r199,R,n,74
524,SPPep12_r199,R,n,75
525,SPPep12_r150,R,n,1
526,SPPep12_r150,R,n,2
527,SPPep12_r150,R,n,3
528,SPPep12_r150,R,n,4
529,SPPep12_r150,R,n,5
530,SPPep12_r150,R,n,6
531,SPPep12_r150,R,n,7
532,SPPep12_r150,R,n,8
533,SPPep12_r150,R,n,9
534,SPPep12_r150,R,n,10
535,SPPep12_r150,R,n,11
536,SPPep12_r150,R,n,12
537,SPPep12_r150,R,n,13
538,SPPep12_r150,R,n,14
539,SPPep12_r150,R,n,15
540,SPPep12_r150,R,n,16
541,SPPep12_r150,R,n,17
542,SPPep12_r150,R,n,18
543,SPPep12_r150,R,n,19
544,SPPep12_r150,R,n,20
545,SPPep12_r150,R,n,21
546,SPPep12_r150,R,n,22
547,SPPep12_r150,R,n,23
548,SPPep12_r150,R,n,24
549,SPPep12_r150,R,n,25
550,SPPep12_r150,R,n,26
551,SPPep12_r150,R,n,27
552,SPPep12_r150,R,n,28
553,SPPep12_r150,R,n,29
554,SPPep12_r150,R,n,30
555,SPPep12_r150,R,n,31
556,SPPep12_r150,R,n,32
557,SPPep12_r150,R,n,33
558,SPPep12_r150,R,n,34
559,SPPep12_r150,R,n,35
560,SPPep12_r150,R,n,36
561,SPPep12_r150,R,n,37
562,SPPep12_r150,R,n,38
563,SPPep12_r150,R,n,39
564,SPPep12_r150,R,n,40
565,SPPep12_r150,R,n,41
566,SPPep12_r150,R,n,42
567,SPPep12_r150,R,n,43
568,SPPep12_r150,R,n,44
569,SPPep12_r150,R,n,45
570,SPPep12_r150,R,n,46
571,SPPep12_r150,R,n,47
572,SPPep12_r150,R,n,48
573,SPPep12_r150,R,n,49
574,SPPep12_r150,R,n,50
575,SPPep12_r150,R,n,51
576,SPPep12_r150,R,n,52
577,SPPep12_r150,R,n,53
578,SPPep12_r150,R,n,54
579,SPPep12_r150,R,n,55
580,SPPep12_r150,R,n,56
581,SPPep12_r150,R,n,57
582,SPPep12_r150,R,n,58
583,SPPep12_r150,R,n,59
584,SPPep12_r150,R,n,60
585,SPPep12_r150,R,n,61
586,SPPep12_r150,R,n,62
587,SPPep12_r150,R,n,63
588,SPPep12_r150,R,n,64
589,SPPep12_r150,R,n,65
590,SPPep12_r150,R,n,66
591,SPPep12_r150,R,n,67
592,SPPep12_r150,R,n,68
593,SPPep12_r150,R,n,69
594,SPPep12_r150,R,n,70
595,SPPep12_r150,R,n,71
596,SPPep12_r150,R,n,72
597,SPPep12_r150,R,n,73
598,SPPep12_r150,R,n,74
599,SPPep12_r150,R,n,75
600,PPep12_r84_I,R,i,1
601,PPep12_r84_I,R,i,2
602,PPep12_r84_I,R,i,3
603,PPep12_r84_I,R,i,4
604,PPep12_r84_I,R,i,5
605,PPep12_r84_I,R,i,6
606,PPep12_r84_I,R,i,7
607,PPep12_r84_I,R,i,8
608,PPep12_r84_I,R,i,9
609,PPep12_r84_I,R,i,10
610,PPep12_r84_I,R,i,11
611,PPep12_r84_I,R,i,12
612,PPep12_r84_I,R,i,13
613,PPep12_r84_I,R,i,14
614,PPep12_r84_I,R,i,15
615,PPep12_r84_I,R,i,16
616,PPep12_r84_I,R,i,17
617,PPep12_r84_I,R,i,18
618,PPep12_r84_I,R,i,19
619,PPep12_r84_I,R,i,20
620,PPep12_r84_I,R,i,21
621,PPep12_r84_I,R,i,22
622,PPep12_r84_I,R,i,23
623,PPep12_r84_I,R,i,24
624,PPep12_r84_I,R,i,25
625,PPep12_r84_I,R,i,26
626,PPep12_r84_I,R,i,27
627,PPep12_r84_I,R,i,28
628,PPep12_r84_I,R,i,29
629,PPep12_r84_I,R,i,30
630,PPep12_r84_I,R,i,31
631,PPep12_r84_I,R,i,32
632,PPep12_r84_I,R,i,33
633,PPep12_r84_I,R,i,34
634,PPep12_r84_I,R,i,35
635,PPep12_r84_I,R,i,36
636,PPep12_r84_I,R,i,37
637,PPep12_r84_I,R,i,38
638,PPep12_r84_I,R,i,39
639,PPep12_r84_I,R,i,40
640,PPep12_r84_I,R,i,41
641,PPep12_r84_I,R,i,42
642,PPep12_r84_I,R,i,43
643,PPep12_r84_I,R,i,44
644,PPep12_r84_I,R,i,45
645,PPep12_r84_I,R,i,46
646,PPep12_r84_I,R,i,47
647,PPep12_r84_I,R,i,48
648,PPep12_r84_I,R,i,49
649,PPep12_r84_I,R,i,50
650,PPep12_r84_I,R,i,51
651,PPep12_r84_I,R,i,52
652,PPep12_r84_I,R,i,53
653,PPep12_r84_I,R,i,54
654,PPep12_r84_I,R,i,55
655,PPep12_r84_I,R,i,56
656,PPep12_r84_I,R,i,57
657,PPep12_r84_I,R,i,58
658,PPep12_r84_I,R,i,59
659,PPep12_r84_I,R,i,60
660,PPep12_r84_I,R,i,61
661,PPep12_r84_I,R,i,62
662,PPep12_r84_I,R,i,63
663,PPep12_r84_I,R,i,64
664,PPep12_r84_I,R,i,65
665,PPep12_r84_I,R,i,66
666,PPep12_r84_I,R,i,67
667,PPep12_r84_I,R,i,68
668,PPep12_r84_I,R,i,69
669,PPep12_r84_I,R,i,70
670,PPep12_r84_I,R,i,71
671,PPep12_r84_I,R,i,72
672,PPep12_r84_I,R,i,73
673,PPep12_r84_I,R,i,74
674,PPep12_r84_I,R,i,75
675,PPep12_r17_I,R,i,1
676,PPep12_r17_I,R,i,2
677,PPep12_r17_I,R,i,3
678,PPep12_r17_I,R,i,4
679,PPep12_r17_I,R,i,5
680,PPep12_r17_I,R,i,6
681,PPep12_r17_I,R,i,7
682,PPep12_r17_I,R,i,8
683,PPep12_r17_I,R,i,9
684,PPep12_r17_I,R,i,10
685,PPep12_r17_I,R,i,11
686,PPep12_r17_I,R,i,12
687,PPep12_r17_I,R,i,13
688,PPep12_r17_I,R,i,14
689,PPep12_r17_I,R,i,15
690,PPep12_r17_I,R,i,16
691,PPep12_r17_I,R,i,17
692,PPep12_r17_I,R,i,18
693,PPep12_r17_I,R,i,19
694,PPep12_r17_I,R,i,20
695,PPep12_r17_I,R,i,21
696,PPep12_r17_I,R,i,22
697,PPep12_r17_I,R,i,23
698,PPep12_r17_I,R,i,24
699,PPep12_r17_I,R,i,25
700,PPep12_r17_I,R,i,26
701,PPep12_r17_I,R,i,27
702,PPep12_r17_I,R,i,28
703,PPep12_r17_I,R,i,29
704,PPep12_r17_I,R,i,30
705,PPep12_r17_I,R,i,31
706,PPep12_r17_I,R,i,32
707,PPep12_r17_I,R,i,33
708,PPep12_r17_I,R,i,34
709,PPep12_r17_I,R,i,35
710,PPep12_r17_I,R,i,36
711,PPep12_r17_I,R,i,37
712,PPep12_r17_I,R,i,38
713,PPep12_r17_I,R,i,39
714,PPep12_r17_I,R,i,40
715,PPep12_r17_I,R,i,41
716,PPep12_r17_I,R,i,42
717,PPep12_r17_I,R,i,43
718,PPep12_r17_I,R,i,44
719,PPep12_r17_I,R,i,45
720,PPep12_r17_I,R,i,46
721,PPep12_r17_I,R,i,47
722,PPep12_r17_I,R,i,48
723,PPep12_r17_I,R,i,49
724,PPep12_r17_I,R,i,50
725,PPep12_r17_I,R,i,51
726,PPep12_r17_I,R,i,52
727,PPep12_r17_I,R,i,53
728,PPep12_r17_I,R,i,54
729,PPep12_r17_I,R,i,55
730,PPep12_r17_I,R,i,56
731,PPep12_r17_I,R,i,57
732,PPep12_r17_I,R,i,58
733,PPep12_r17_I,R,i,59
734,PPep12_r17_I,R,i,60
735,PPep12_r17_I,R,i,61
736,PPep12_r17_I,R,i,62
737,PPep12_r17_I,R,i,63
738,PPep12_r17_I,R,i,64
739,PPep12_r17_I,R,i,65
740,PPep12_r17_I,R,i,66
741,PPep12_r17_I,R,i,67
742,PPep12_r17_I,R,i,68
743,PPep12_r17_I,R,i,69
744,PPep12_r17_I,R,i,70
745,PPep12_r17_I,R,i,71
746,PPep12_r17_I,R,i,72
747,PPep12_r17_I,R,i,73
748,PPep12_r17_I,R,i,74
749,PPep12_r17_I,R,i,75
750,PPep12_r122_I,R,i,1
751,PPep12_r122_I,R,i,2
752,PPep12_r122_I,R,i,3
753,PPep12_r122_I,R,i,4
754,PPep12_r122_I,R,i,5
755,PPep12_r122_I,R,i,6
756,PPep12_r122_I,R,i,7
757,PPep12_r122_I,R,i,8
758,PPep12_r122_I,R,i,9
759,PPep12_r122_I,R,i,10
760,PPep12_r122_I,R,i,11
761,PPep12_r122_I,R,i,12
762,PPep12_r122_I,R,i,13
763,PPep12_r122_I,R,i,14
764,PPep12_r122_I,R,i,15
765,PPep12_r122_I,R,i,16
766,PPep12_r122_I,R,i,17
767,PPep12_r122_I,R,i,18
768,PPep12_r122_I,R,i,19
769,PPep12_r122_I,R,i,20
770,PPep12_r122_I,R,i,21
771,PPep12_r122_I,R,i,22
772,PPep12_r122_I,R,i,23
773,PPep12_r122_I,R,i,24
774,PPep12_r122_I,R,i,25
775,PPep12_r122_I,R,i,26
776,PPep12_r122_I,R,i,27
777,PPep12_r122_I,R,i,28
778,PPep12_r122_I,R,i,29
779,PPep12_r122_I,R,i,30
780,PPep12_r122_I,R,i,31
781,PPep12_r122_I,R,i,32
782,PPep12_r122_I,R,i,33
783,PPep12_r122_I,R,i,34
784,PPep12_r122_I,R,i,35
785,PPep12_r122_I,R,i,36
786,PPep12_r122_I,R,i,37
787,PPep12_r122_I,R,i,38
