filename,speaker,label,transcription
SBsamp_d108-N.wav,d,N,will it be the keyboard is that you did not right that's pretty major part of the game
SBsamp_d112-I.wav,d,I,very few seconds at that point
SBsamp_d116-N.wav,d,N,skip
SBsamp_d12-N.wav,d,N,yeah
SBsamp_d120-N.wav,d,N,
SBsamp_d123-N.wav,d,N,i made it
SBsamp_d125-N.wav,d,N,both of us
SBsamp_d127-I.wav,d,I,anything you can say
SBsamp_d129-I.wav,d,I,
SBsamp_d132-I.wav,d,I,accidents i don't know i did
SBsamp_d135-FN.wav,d,FN,i was very very clear about that i really don't wanna
SBsamp_d137-N.wav,d,N,i wanna be clear the jonas is not my second ok
SBsamp_d138-FN.wav,d,FN,yes
SBsamp_d140-FN.wav,d,FN,
SBsamp_d141-FN.wav,d,FN,
SBsamp_d142-FN.wav,d,FN,having fun
SBsamp_d20-N.wav,d,N,yeah
SBsamp_d23-N.wav,d,N,show
SBsamp_d25-I.wav,d,I,relative to going to china app seven years old
SBsamp_d31-N.wav,d,N,how old how old are you in this situation
SBsamp_d33-I.wav,d,I,i didn't like anything fifty
SBsamp_d35-N.wav,d,N,that's amazing
SBsamp_d37-I.wav,d,I,sitting down
SBsamp_d41-N.wav,d,N,yeah
SBsamp_d43-N.wav,d,N,what
SBsamp_d45-I.wav,d,I,no you are so cool
SBsamp_d47-I.wav,d,I,
SBsamp_d50-FN.wav,d,FN,yeah that's pretty cool
SBsamp_d54-N.wav,d,N,already
SBsamp_d56-I.wav,d,I,what is new plans
SBsamp_d64-N.wav,d,N,yeah
SBsamp_d66-N.wav,d,N,no how much of a cultural shock was it to start in a soap opera in china
SBsamp_d69-I.wav,d,I,yes video need to watch on youtube entertainment
SBsamp_d70-I.wav,d,I,has been leading up to is that exact video
SBsamp_d72-I.wav,d,I,what's up
SBsamp_d74-I.wav,d,I,bad american podcast sad boy
SBsamp_d76-I.wav,d,I,yeah my way up
SBsamp_d77-N.wav,d,N,what was the japanese
SBsamp_d8-I.wav,d,I,actually on this job
SBsamp_d82-I.wav,d,I,
SBsamp_d85-N.wav,d,N,what
SBsamp_d96-N.wav,d,N,wow
SBsamp_e10-N.wav,e,N,who is the move
SBsamp_e104-N.wav,e,N,i was somebody change it to american life
SBsamp_e106-N.wav,e,N,yeah
SBsamp_e107-N.wav,e,N,it was a chinese sitcom it's
SBsamp_e109-N.wav,e,N,it was really right
SBsamp_e11-N.wav,e,N,add it just it was such a night live in chinese family if i want to public chinese high school and so it was really like an ice bucket
SBsamp_e115-N.wav,e,N,they were also they said that i was just gonna have two lines and i am having fifty two rose of wines the full pages all in chinese yet
SBsamp_e119-N.wav,e,N,yes so it was a very intense had a dat practice train wreck
SBsamp_e121-N.wav,e,N,it's the worst ever ever been fit i got through and through to myself relax because i don't cry
SBsamp_e130-I.wav,e,I,
SBsamp_e134-I.wav,e,I,unpaid intern
SBsamp_e15-N.wav,e,N,i think that it makes it is now i still get questions about
SBsamp_e16-N.wav,e,N,when was it a big transition to move to the states
SBsamp_e17-N.wav,e,N,yes
SBsamp_e18-N.wav,e,N,can i speak to language i feel it all fairly familiar with american culture and the crystals culture changes better differences but it's mostly stuff
SBsamp_e2-N.wav,e,N,breaking probably the first mode of china which is definitely the red forest culturally
SBsamp_e22-I.wav,e,I,i'm so swedish really you're so american
SBsamp_e24-N.wav,e,N,yes
SBsamp_e27-N.wav,e,N,yeah
SBsamp_e28-N.wav,e,N,yeah it feels very mild
SBsamp_e30-I.wav,e,I,i want it was really interested in chinese architecture culture when i was a teenager because that was i guess
SBsamp_e32-N.wav,e,N,fifteen
SBsamp_e34-N.wav,e,N,i am a six am
SBsamp_e39-N.wav,e,N,when i was i was super i always have a very intense interest that i like it i have the for buddy year i like deep into them
SBsamp_e4-N.wav,e,N,i mean for wanted i would i was young and it's the youngest name
SBsamp_e40-N.wav,e,N,ninety-three different in my room
SBsamp_e44-N.wav,e,N,yes
SBsamp_e46-I.wav,e,I,well daddy
SBsamp_e52-N.wav,e,N,play was bring fourteen year old simone into a plant store i could name each and everyone of the planets switch i can do anymore i forgot about it
SBsamp_e59-N.wav,e,N,so i wish with different topics in china was one of them
SBsamp_e6-I.wav,e,I,
SBsamp_e60-N.wav,e,N,i thought i was gonna be like crouching tiger hidden dragon
SBsamp_e62-N.wav,e,N,which it really was that
SBsamp_e65-N.wav,e,N,who is a cultural shock for yxng bane different from sweden but also from what expected in china
SBsamp_e67-N.wav,e,N,right yeah i wasn't chinese sitcom for one episode
SBsamp_e68-N.wav,e,N,there's a video on youtube if you wanna watch it get the full story
SBsamp_e7-I.wav,e,I,i was born sixteen arizona
