filename,speaker,label,transcription
SPPep12_g47-N.wav,g,N,mentions of chloe
SPPep12_g48-N.wav,g,N,what to some classes at the community center
SPPep12_g49-N.wav,g,N,i heard mention of a music
SPPep12_g5-I.wav,g,I,what's the cost chicken
SPPep12_g50-N.wav,g,N,i would like to go to an amusement park
SPPep12_g51-N.wav,g,N,i enjoy being abused
SPPep12_g52-N.wav,g,N,yes a therapy animal
SPPep12_g53-N.wav,g,N,i don't think it's a thing
SPPep12_g54-I.wav,g,I,are we going to hockey juicy paradise
SPPep12_g55-N.wav,g,N,
SPPep12_g56-N.wav,g,N,ok
SPPep12_g57-N.wav,g,N,right
SPPep12_g58-I.wav,g,I,go down to the water like seattle
SPPep12_g59-N.wav,g,N,i don't mind waiting for glory to get his chicken registered
SPPep12_g6-I.wav,g,I,how to be forgotten
SPPep12_g60-N.wav,g,N,yes
SPPep12_g61-N.wav,g,N,nice nice of them to invite us
SPPep12_g62-N.wav,g,N,are we gonna get
SPPep12_g63-N.wav,g,N,
SPPep12_g64-I.wav,g,I,should be this weekend
SPPep12_g65-N.wav,g,N,is it going to be any new volver funeral
SPPep12_g65B-N.wav,g,N,go but like wow
SPPep12_g66-N.wav,g,N,we didn't
SPPep12_g67-N.wav,g,N,no more thoughts about sexually transmitted demons
SPPep12_g68-N.wav,g,N,no i said no more thoughts about that
SPPep12_g69-N.wav,g,N,what costa
SPPep12_g7-I.wav,g,I,exercise
SPPep12_g70-N.wav,g,N,
SPPep12_g71-N.wav,g,N,jessica's helen's a little scared of water slides does not mean johnson is
SPPep12_g72-N.wav,g,N,
SPPep12_g73-N.wav,g,N,i want free that water slides will like right my limbs off
SPPep12_g74-N.wav,g,N,
SPPep12_g75-N.wav,g,N,what is that
SPPep12_g76-N.wav,g,N,very well that are imaginations do the work
SPPep12_g77-N.wav,g,N,
SPPep12_g78-N.wav,g,N,i like that actually
SPPep12_g79-N.wav,g,N,i have a lot personaly
SPPep12_g8-I.wav,g,I,reduce a special spray
SPPep12_g80-N.wav,g,N,no much
SPPep12_g81-N.wav,g,N,joshua's more comfortable in uniforms so she is bringing her formal uniform and her everyday uniform
SPPep12_g82-I.wav,g,I,
SPPep12_g83-I.wav,g,I,tequilas lee
SPPep12_g84-I.wav,g,I,oh my god what are you a boy band member
SPPep12_g85-N.wav,g,N,i think so
SPPep12_g86-N.wav,g,N,the chicken love him
SPPep12_g87-N.wav,g,N,yeah
SPPep12_g88-N.wav,g,N,will you can't even get the item if you immediately died i would feel like you couldn't make the payment if you didn't have enough time
SPPep12_g89-N.wav,g,N,what how scary to be if there like it's gonna cost five years of your life ok i'm sorry
SPPep12_g9-N.wav,g,N,
SPPep12_g90-N.wav,g,N,yeah that's super scary
SPPep12_g91-I.wav,g,I,
SPPep12_g92-N.wav,g,N,i don't know
SPPep12_g93-N.wav,g,N,i don't really care
SPPep12_g94-I.wav,g,I,
SPPep12_g95-N.wav,g,N,i realize i just said that my character void
SPPep12_g96-I.wav,g,I,talk instead person you know
SPPep12_g97-N.wav,g,N,
SPPep12_g98-N.wav,g,N,i'm good
SPPep12_p1-N.wav,p,N,
SPPep12_p10-N.wav,p,N,my mom gets up at five am so she got run
SPPep12_p100-N.wav,p,N,absolutely
SPPep12_p101-N.wav,p,N,
SPPep12_p102-N.wav,p,N,imagine what she would wear outside of work it is very similar to things that i wear
SPPep12_p103-N.wav,p,N,what
SPPep12_p104-I.wav,p,I,
SPPep12_p105-I.wav,p,I,i'm sorry
SPPep12_p106-N.wav,p,N,no
SPPep12_p107-N.wav,p,N,no
SPPep12_p108-N.wav,p,N,also like toiletries like a cold
SPPep12_p109-N.wav,p,N,i am not miller having very late i don't like hair longer than my own my hair comes to like the top of my armpit i guess it was ready yet
SPPep12_p11-N.wav,p,N,is this
SPPep12_p110-N.wav,p,N,yes
SPPep12_p111-N.wav,p,N,
SPPep12_p112-I.wav,p,I,when was a founding member of one direction
SPPep12_p113-N.wav,p,N,i guess
SPPep12_p114-N.wav,p,N,
SPPep12_p115-N.wav,p,N,hey portal
SPPep12_p116-N.wav,p,N,
SPPep12_p117-N.wav,p,N,i always get nervous when someone like you t pain with years from your life
SPPep12_p117B-N.wav,p,N,what happened today
SPPep12_p118-N.wav,p,N,what if i only had two years look
SPPep12_p119-N.wav,p,N,
SPPep12_p12-N.wav,p,N,
SPPep12_p120-N.wav,p,N,what is over it
SPPep12_p121-N.wav,p,N,you never know sometimes its an hour before an hour after
SPPep12_p122-N.wav,p,N,what is
SPPep12_p123-N.wav,p,N,
SPPep12_p124-N.wav,p,N,wake up
SPPep12_p125-N.wav,p,N,yeah
SPPep12_p126-N.wav,p,N,getting ready
SPPep12_p127-N.wav,p,N,i feel like that
SPPep12_p128-N.wav,p,N,
SPPep12_p129-N.wav,p,N,
SPPep12_p13-N.wav,p,N,yes
SPPep12_p130-N.wav,p,N,why are you southern
SPPep12_p131-N.wav,p,N,yes
SPPep12_p132-N.wav,p,N,
SPPep12_p133-N.wav,p,N,
SPPep12_p134-N.wav,p,N,yes
SPPep12_p135-N.wav,p,N,
SPPep12_p136-N.wav,p,N,when is christmas
SPPep12_p137-N.wav,p,N,i can't hear
SPPep12_p138-N.wav,p,N,is it strange
SPPep12_p139-N.wav,p,N,
SPPep12_p14-N.wav,p,N,
SPPep12_p140-I.wav,p,I,
SPPep12_p141-N.wav,p,N,
SPPep12_p142-N.wav,p,N,
SPPep12_p143-N.wav,p,N,
SPPep12_p144-I.wav,p,I,go back
SPPep12_p145-N.wav,p,N,yes parties work
SPPep12_p146-N.wav,p,N,
SPPep12_p147-I.wav,p,I,yes
SPPep12_p148-N.wav,p,N,a hat
SPPep12_p149-N.wav,p,N,everyone
SPPep12_p15-N.wav,p,N,
SPPep12_p150-N.wav,p,N,
SPPep12_p151-N.wav,p,N,yes
SPPep12_p152-N.wav,p,N,
SPPep12_p153-N.wav,p,N,ok
SPPep12_p154-N.wav,p,N,i heard danny phantom chicken and imagine him just
SPPep12_p155-I.wav,p,I,which
SPPep12_p156-N.wav,p,N,no
SPPep12_p157-N.wav,p,N,yes
SPPep12_p158-N.wav,p,N,will get into the formal dress uniform supposed to go
SPPep12_p159-N.wav,p,N,change my phone dressing for me
SPPep12_p16-N.wav,p,N,what
SPPep12_p160-N.wav,p,N,
SPPep12_p161-N.wav,p,N,yes
SPPep12_p162-I.wav,p,I,
SPPep12_p163-I.wav,p,I,yes
SPPep12_p17-N.wav,p,N,
SPPep12_p18A-N.wav,p,N,no
SPPep12_p18B-N.wav,p,N,harpies good cause it it works with we just went through like shit
SPPep12_p19-N.wav,p,N,
SPPep12_p2-N.wav,p,N,no
SPPep12_p20-N.wav,p,N,no
SPPep12_p21-N.wav,p,N,
SPPep12_p22-N.wav,p,N,yes
SPPep12_p23-N.wav,p,N,
SPPep12_p24-I.wav,p,I,the name remind me if sentinels services
SPPep12_p25-I.wav,p,I,
SPPep12_p26-I.wav,p,I,
SPPep12_p27-N.wav,p,N,yes
SPPep12_p28-N.wav,p,N,
SPPep12_p29-N.wav,p,N,
SPPep12_p3-N.wav,p,N,
SPPep12_p30-N.wav,p,N,
SPPep12_p31-N.wav,p,N,is it going to draw a bluetooth
SPPep12_p32-N.wav,p,N,
SPPep12_p33-I.wav,p,I,hey portal videos putting the gold chicken
SPPep12_p34-I.wav,p,I,no
SPPep12_p35-I.wav,p,I,no that's another way
SPPep12_p36-I.wav,p,I,i would like to point sounds
SPPep12_p37-N.wav,p,N,yes voices remind me of bears
SPPep12_p38-N.wav,p,N,
SPPep12_p39-N.wav,p,N,how is the seats start on page one sixty five
SPPep12_p4-N.wav,p,N,
SPPep12_p40-N.wav,p,N,right
SPPep12_p41-N.wav,p,N,
SPPep12_p42-N.wav,p,N,what would be because i've been working out
SPPep12_p43-N.wav,p,N,
SPPep12_p44-N.wav,p,N,yes
SPPep12_p45-N.wav,p,N,i need
SPPep12_p46-I.wav,p,I,yes
SPPep12_p47-N.wav,p,N,yes
SPPep12_p48-N.wav,p,N,does it makes my alarm strike instead of just like that bass
SPPep12_p49-N.wav,p,N,
SPPep12_p5-N.wav,p,N,i'm stephanie hsu her pronounce as my character mello
SPPep12_p50-N.wav,p,N,i get increase my stripper constitutions square one now profession with improvised weapons
SPPep12_p51-I.wav,p,I,
SPPep12_p52-N.wav,p,N,
SPPep12_p53-N.wav,p,N,roller seems to fit very well without imagine milo
SPPep12_p54-N.wav,p,N,
SPPep12_p55-N.wav,p,N,
SPPep12_p56-N.wav,p,N,i will wait tavern brawler increase my constitutions for one
SPPep12_p57-N.wav,p,N,
SPPep12_p58-N.wav,p,N,
SPPep12_p59-N.wav,p,N,
SPPep12_p6-N.wav,p,N,no
SPPep12_p60-I.wav,p,I,
SPPep12_p61-N.wav,p,N,no it isn't
SPPep12_p62-N.wav,p,N,no
SPPep12_p63-N.wav,p,N,no
SPPep12_p64-N.wav,p,N,yes
SPPep12_p65-N.wav,p,N,i will be attending
SPPep12_p66-N.wav,p,N,yes
SPPep12_p67-N.wav,p,N,do we have a formal
SPPep12_p68-N.wav,p,N,you're gonna have costume changes
SPPep12_p69-N.wav,p,N,
SPPep12_p7-I.wav,p,I,
SPPep12_p70-N.wav,p,N,
SPPep12_p72-N.wav,p,N,i know that i would you like set november was
SPPep12_p73-N.wav,p,N,
SPPep12_p74-N.wav,p,N,we have fun
SPPep12_p75-N.wav,p,N,
SPPep12_p76-N.wav,p,N,waterslide
SPPep12_p77-N.wav,p,N,exactly
SPPep12_p78-N.wav,p,N,i can't
SPPep12_p79-N.wav,p,N,no
SPPep12_p8-I.wav,p,I,play the facts of life
SPPep12_p80-N.wav,p,N,yes
SPPep12_p81-N.wav,p,N,not too exacerbate you please
SPPep12_p82-N.wav,p,N,what died
SPPep12_p83-N.wav,p,N,we have a lot of fun party
SPPep12_p84-N.wav,p,N,
SPPep12_p85-N.wav,p,N,yes
SPPep12_p87-N.wav,p,N,formal like dressing for
SPPep12_p88-N.wav,p,N,
SPPep12_p89-N.wav,p,N,i don't know how the funeral event go but i'm
SPPep12_p9-N.wav,p,N,i imagine that sings doing u cbs mellows problem started waking up a bit earlier so she can do it early morning
SPPep12_p90-N.wav,p,N,yes like a full sit down like in front of castle
SPPep12_p91-N.wav,p,N,world dressing ceremony
SPPep12_p92-N.wav,p,N,how many outfits do we need to bring
SPPep12_p93-N.wav,p,N,how many ounces in
SPPep12_p94-N.wav,p,N,i actually do packy
SPPep12_p95-I.wav,p,I,which app
SPPep12_p96-N.wav,p,N,
SPPep12_p97-N.wav,p,N,i would have my formal uniform
SPPep12_p98-N.wav,p,N,stop underwear like one pair of jeans and two shirts
SPPep12_p99-N.wav,p,N,i feel like both of those shirts if i'm going kind of dressing stairs to learn how white dress
SPPep12_r10-N.wav,r,N,i don't know how to say that smoothly
SPPep12_r100-N.wav,r,N,he says you pdfs
SPPep12_r101-N.wav,r,N,just be like what time of day you prefer
SPPep12_r102-N.wav,r,N,ok
SPPep12_r103-N.wav,r,N,so put your schedule and seventy or like your preferred times
SPPep12_r104-I.wav,r,I,
SPPep12_r105-N.wav,r,N,ok
SPPep12_r106-N.wav,r,N,turn this week of therapy and downtime you guys get to choose
SPPep12_r107-N.wav,r,N,we can go through if you wanna go to amusement park but i think you can like choose a hobby or away you want to improve yourself and from that week of improvement you get to gain a feat or two skill points
SPPep12_r108-N.wav,r,N,ok
SPPep12_r109-N.wav,r,N,can you know what i'm gonna
SPPep12_r11-N.wav,r,N,i guess so
SPPep12_r110-N.wav,r,N,what this cowboy's hat going to be more specific i wanna say that you can have two points to apply too late a specific investigation
SPPep12_r111-N.wav,r,N,ok
SPPep12_r112-N.wav,r,N,no
SPPep12_r113-N.wav,r,N,when you choose these also come up with life what the thing you did was the game them
SPPep12_r114-N.wav,r,N,so like you know and said that frank hang out with morrow in law and
SPPep12_r115-N.wav,r,N,i see my congo in the lab
SPPep12_r116-N.wav,r,N,shadow
SPPep12_r117-N.wav,r,N,ok
SPPep12_r118-N.wav,r,N,i thought
SPPep12_r119-N.wav,r,N,oh sorry never mind
SPPep12_r12-N.wav,r,N,ok who's ever next next
SPPep12_r120-N.wav,r,N,yes
SPPep12_r121-N.wav,r,N,you can also be like we can say that their some sort of combat
SPPep12_r122-I.wav,r,I,literally just want to tag rence and gordon attend office
SPPep12_r123-N.wav,r,N,not a good idea since you're gone cbs
SPPep12_r124-N.wav,r,N,
SPPep12_r125-N.wav,r,N,
SPPep12_r126-I.wav,r,I,search for a table at someone you could be in
SPPep12_r127-I.wav,r,I,mela table flipper
SPPep12_r128-N.wav,r,N,yes
SPPep12_r129-N.wav,r,N,
SPPep12_r13-I.wav,r,I,it's a long enough that you ask
SPPep12_r130-N.wav,r,N,which of those are gonna choose dexter heartstrings
SPPep12_r131-N.wav,r,N,yes
SPPep12_r132-N.wav,r,N,ok
SPPep12_r133-N.wav,r,N,you got two skill points who apply whatever you want
SPPep12_r134-I.wav,r,I,is it get athlete's feet
SPPep12_r135-I.wav,r,I,do you want to a lake with a lot of ghost poop in it
SPPep12_r136-N.wav,r,N,ok we're moving away
SPPep12_r137-N.wav,r,N,ethan have you decided
SPPep12_r138-N.wav,r,N,who
SPPep12_r139-N.wav,r,N,yes
SPPep12_r14-N.wav,r,N,right and you're characters france
SPPep12_r140-N.wav,r,N,do you guys do anything else could you did mention like i did easement parker some
SPPep12_r141-N.wav,r,N,ok
SPPep12_r143-N.wav,r,N,show
SPPep12_r144-N.wav,r,N,will say that it's not an amusement park
SPPep12_r145-N.wav,r,N,i said fart
SPPep12_r146-I.wav,r,I,what's a fart
SPPep12_r147-N.wav,r,N,no sorry actually no it isn't music isn't amusement park
SPPep12_r149-N.wav,r,N,set a ferguson amusement park
SPPep12_r15-N.wav,r,N,ok
SPPep12_r150-N.wav,r,N,no
SPPep12_r151-N.wav,r,N,ok so here's the situation graphically
SPPep12_r152-N.wav,r,N,yes city is there's that port that lake matches the water level
SPPep12_r153-N.wav,r,N,what time do i have a picture that i drew
SPPep12_r154-N.wav,r,N,no
SPPep12_r155-N.wav,r,N,i don't think it'll be disappointed
SPPep12_r156-N.wav,r,N,ok so the deal is you have we discuss the cardinals directions of the city previously
SPPep12_r157-N.wav,r,N,so you have the port to the north and then to the west kind of like to the west from the ocean or from the sea there is a river that like goes out and the sea to the west empire city
SPPep12_r158-N.wav,r,N,answer what kind of switzerland and then as it gets for their inland has warren away the i land tomorrow so you have this cliff like in the south on the southwest part of your city
SPPep12_r159-N.wav,r,N,play this and that clift
SPPep12_r16-I.wav,r,I,oh my god
SPPep12_r160-N.wav,r,N,end of bulova cliff there is this lake and in it in the lake that is where the majority of the coyote coyote population lives so they like live underwater in this life
SPPep12_r161-N.wav,r,N,it's a saltwater lake and vav
SPPep12_r162-N.wav,r,N,go to call them not charlie's their lakes the airlift things
SPPep12_r163-N.wav,r,N,share
SPPep12_r164-N.wav,r,N,go down into the water and so people can even if you not a call you can go visit and stuff and they have a waterparks
SPPep12_r165-N.wav,r,N,in that area
SPPep12_r166-N.wav,r,N,turn off and get tourists and because it's because the summer is has started their getting tourist does he know its getting hot and also people might be visiting before the summer solstice crowds get too bad
SPPep12_r167-N.wav,r,N,can i can send yall a picture of this and i can put it on twitter as well
SPPep12_r168-N.wav,r,N,so that's that's the situation so do you work for the water park i don't think i heard ethan respond about whether you do
SPPep12_r169-N.wav,r,N,weather like tonight
SPPep12_r17-I.wav,r,I,ok so please thomas the tank and yes
SPPep12_r170-N.wav,r,N,i think they have a no pet policy but
SPPep12_r171-N.wav,r,N,that's true
SPPep12_r172-N.wav,r,N,i would have to be registered as a therapy animal
SPPep12_r173-N.wav,r,N,if you do this later in the week maybe you can have patio registered
SPPep12_r174-N.wav,r,N,also this week you your household received an invitation for fred bozeman 's funeral
SPPep12_r175-N.wav,r,N,
SPPep12_r176-N.wav,r,N,you do
SPPep12_r177-N.wav,r,N,the invitation says on bring multiple changes of clothing
SPPep12_r178-N.wav,r,N,no that song the invitation that it says i from the twenty twenty seventh two thousand
SPPep12_r179-N.wav,r,N,play the war stuff happens on the nineteenth so that's the the weeknd coming up after this weekend
SPPep12_r18-N.wav,r,N,lets begin
SPPep12_r180-N.wav,r,N,i just said the weekend coming up after this week ends
SPPep12_r181-N.wav,r,N,this weekend the twenty seventh and twenty eighth
SPPep12_r182-N.wav,r,N,no it's like the pain money can you get this invitation
SPPep12_r184-N.wav,r,N,set will be the upcoming weekend
SPPep12_r185-N.wav,r,N,ur cordially invited to a celebration of the life of fred bozeman
SPPep12_r186-N.wav,r,N,please bring multiple changes of clothes food and bored will be provided and if you get sea sick frank something for that
SPPep12_r187-N.wav,r,N,
SPPep12_r188-N.wav,r,N,so your week of recovery ends
SPPep12_r189-N.wav,r,N,you did not go to the newspaper
SPPep12_r19-N.wav,r,N,you're all asleep
SPPep12_r190-N.wav,r,N,i don't unclear to me
SPPep12_r191-N.wav,r,N,ok could you said you're gonna wait
SPPep12_r192-N.wav,r,N,does this mean that
SPPep12_r193-N.wav,r,N,you tell me what happened
SPPep12_r194-N.wav,r,N,find the sun
SPPep12_r195-N.wav,r,N,what kind of rationale go on
SPPep12_r197-N.wav,r,N,you can
SPPep12_r198-N.wav,r,N,ok
SPPep12_r199-N.wav,r,N,do i have a lot of fun
SPPep12_r20-N.wav,r,N,mela sleeping on the couch
SPPep12_r200-N.wav,r,N,i think you see
SPPep12_r201-N.wav,r,N,yeah friday of sentence species instead of at the park because i said so tourist are coming in the summer is getting into full swing and it's getting warmer
SPPep12_r202-N.wav,r,N,yeah you see some coworkers who are in the aquatics department
SPPep12_r203-N.wav,r,N,you gotta eat some water cotton candy
SPPep12_r204-N.wav,r,N,it's like sponge sugar but it song it also has
SPPep12_r206-N.wav,r,N,ice cream and candy related hypnotize
SPPep12_r207-N.wav,r,N,i don't know i just want it sound a cool you decide
SPPep12_r208-N.wav,r,N,if you want
SPPep12_r209-N.wav,r,N,monday at the water park
SPPep12_r210-N.wav,r,N,ok
SPPep12_r211-N.wav,r,N,how about water cotton candy is like gushers if they were cotton candy
SPPep12_r213-N.wav,r,N,you have that fun day at the water
SPPep12_r214-N.wav,r,N,can you go home and it's the evening before the weekend starts so the evening or thursday so i guess you day a full day until the funeral
SPPep12_r215-N.wav,r,N,so what kind of outfits your brain
SPPep12_r216-N.wav,r,N,situate
SPPep12_r218-N.wav,r,N,say play if you wanna bring your formal where i just brain to other like casual the
SPPep12_r219-N.wav,r,N,i don't know how much do you pack for a weekend
SPPep12_r22-N.wav,r,N,everyone else is sleeping in the mega bed
SPPep12_r220-N.wav,r,N,how much year characters pack for a weekend
SPPep12_r221-N.wav,r,N,right
SPPep12_r222-N.wav,r,N,
SPPep12_r223-N.wav,r,N,ok
SPPep12_r224-N.wav,r,N,we have a sandwich that she works flannel because she was it that time that she and him safe open
SPPep12_r226-N.wav,r,N,
SPPep12_r227-N.wav,r,N,yes
SPPep12_r228-N.wav,r,N,ok you're gonna say
SPPep12_r229-N.wav,r,N,
SPPep12_r23-I.wav,r,I,corporeal living chickens are in the chicken coop out bag
